User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1005538,P00317542,M,46-50,12,B,2,1,1,8,,15562
1005539,P00240142,F,26-35,20,B,1,1,5,,,6869
1005539,P00158542,F,26-35,20,B,1,1,5,6,13,8643
1005542,P00111842,M,46-50,7,C,1,1,8,,,9759
1005543,P00108842,M,26-35,17,A,2,0,5,15,,7057
1005543,P00073842,M,26-35,17,A,2,0,1,15,17,15479
1005545,P00175742,F,36-45,16,C,3,1,8,17,,6203
1005545,P00059442,F,36-45,16,C,3,1,6,8,16,16651
1005545,P00085242,F,36-45,16,C,3,1,8,14,17,9918
1005547,P00121642,F,18-25,4,A,3,1,5,14,,8852
1005548,P00022442,F,18-25,4,A,4+,0,8,16,,6150
1005550,P00184242,M,36-45,15,B,2,0,9,15,,14167
1005551,P00344242,F,36-45,20,A,1,0,8,10,,5873
1005553,P00315442,M,36-45,3,C,3,0,1,,,7718
1005555,P0097242,M,0-17,10,B,2,0,1,16,,19240
1005555,P00236942,M,0-17,10,B,2,0,12,,,388
1005555,P00105142,M,0-17,10,B,2,0,1,2,15,11540
1005555,P00303342,M,0-17,10,B,2,0,1,16,,15700
1005555,P00191442,M,0-17,10,B,2,0,1,2,15,11612
1005556,P00110542,M,46-50,6,A,0,0,8,,,7951
1005557,P00108842,M,36-45,14,C,1,1,5,15,,8660
1005557,P00184242,M,36-45,14,C,1,1,9,15,,22902
1005559,P00135642,M,51-55,1,C,1,1,8,,,8128
1005560,P00044442,F,36-45,17,C,4+,1,1,16,,18975
1005561,P00046442,F,26-35,3,C,0,1,8,,,4114
1005566,P00336942,M,36-45,7,C,2,0,5,,,5476
1005567,P00105942,M,51-55,3,B,0,1,5,,,5280
1005568,P00244042,M,18-25,4,C,3,0,1,2,15,11831
1005568,P00173942,M,18-25,4,C,3,0,1,5,6,15424
1005568,P00182442,M,18-25,4,C,3,0,5,11,,8632
1005568,P00179142,M,18-25,4,C,3,0,11,,,6129
1005570,P00070342,M,26-35,1,B,3,0,1,2,14,15783
1005571,P00000142,F,26-35,9,C,2,0,3,4,5,8312
1005573,P00026642,F,36-45,1,B,1,1,8,,,9769
1005577,P00347242,M,51-55,1,C,1,1,8,,,9815
1005577,P00339442,M,51-55,1,C,1,1,16,,,20483
1005578,P00116842,F,18-25,1,C,1,1,2,5,8,9934
1005585,P00112142,M,26-35,4,A,4+,0,1,2,14,8044
1005585,P00313142,M,26-35,4,A,4+,0,8,,,9728
1005586,P00285842,M,36-45,20,A,1,1,5,,,5314
1005587,P00250642,M,26-35,17,C,4+,1,11,,,6028
1005591,P00267542,M,18-25,0,B,4+,0,1,16,,3802
1005593,P00123842,M,51-55,16,A,1,1,11,15,,4434
1005593,P00065342,M,51-55,16,A,1,1,2,15,,16017
1005596,P00084342,M,36-45,12,B,1,0,13,16,,753
1005597,P00341942,F,18-25,4,A,2,0,11,15,16,6092
1005597,P00059442,F,18-25,4,A,2,0,6,8,16,20303
1005598,P00110942,M,18-25,4,C,1,0,1,2,,11411
1005598,P00150342,M,18-25,4,C,1,0,8,14,,10034
1005598,P00370242,M,18-25,4,C,1,0,5,,,6906
1005600,P00285442,F,46-50,0,C,1,0,8,,,8047
1005604,P00274042,M,36-45,15,C,3,0,1,,,11475
1005605,P00105642,F,18-25,2,A,0,0,8,,,7812
1005605,P0096742,F,18-25,2,A,0,0,2,4,12,6355
1005605,P0094742,F,18-25,2,A,0,0,2,4,5,3650
1005605,P00015842,F,18-25,2,A,0,0,1,14,16,7637
1005612,P00051942,F,26-35,1,A,2,0,5,6,11,3602
1005618,P00056142,F,18-25,4,B,3,0,5,8,,6858
1005619,P00267542,F,18-25,4,C,0,0,1,16,,11765
1005621,P00010942,M,26-35,7,A,1,0,1,2,6,11632
1005621,P00354942,M,26-35,7,A,1,0,8,,,4074
1005621,P00034742,M,26-35,7,A,1,0,5,14,17,6881
1005623,P00298542,M,26-35,11,B,2,1,16,,,16331
1005623,P00217942,M,26-35,11,B,2,1,5,,,8877
1005624,P00046742,M,26-35,7,C,1,0,1,2,15,19046
1005627,P00288942,M,26-35,0,A,4+,1,1,2,5,15201
1005627,P00003242,M,26-35,0,A,4+,1,8,15,,5825
1005627,P00111742,M,26-35,0,A,4+,1,15,,,16962
1005627,P00331842,M,26-35,0,A,4+,1,16,,,12525
1005627,P00188542,M,26-35,0,A,4+,1,5,8,14,5274
1005627,P00031442,M,26-35,0,A,4+,1,5,8,,6907
1005634,P00250842,M,26-35,14,A,3,1,8,,,6161
1005634,P00270042,M,26-35,14,A,3,1,8,14,,4140
1005634,P00248142,M,26-35,14,A,3,1,5,,,8630
1005636,P00328942,M,26-35,7,A,0,1,5,6,8,6918
1005636,P00232342,M,26-35,7,A,0,1,11,,,4540
1005637,P0098442,M,0-17,10,C,2,0,7,8,,16612
1005643,P00085242,F,36-45,1,A,3,1,8,14,17,8122
1005643,P00293242,F,36-45,1,A,3,1,8,16,,5927
1005643,P00004342,F,36-45,1,A,3,1,8,,,6023
1005645,P00237642,M,26-35,2,B,3,0,5,14,,8825
1005645,P00130642,M,26-35,2,B,3,0,11,16,,7552
1005650,P00227842,F,36-45,12,B,2,1,2,5,,10017
1005650,P00358242,F,36-45,12,B,2,1,8,,,4030
1005653,P00110742,M,51-55,1,B,1,0,1,2,8,11739
1005654,P00280642,M,26-35,4,A,3,1,11,,,3138
1005654,P00319042,M,26-35,4,A,3,1,5,,,7099
1005657,P00013642,M,51-55,14,A,1,0,8,14,,8092
1005657,P00173842,M,51-55,14,A,1,0,1,2,15,15904
1005659,P00130642,M,26-35,0,C,3,1,11,16,,6134
1005662,P00320942,M,0-17,10,C,2,0,1,4,9,8318
1005664,P00014842,M,18-25,4,C,4+,0,1,2,5,11711
1005668,P00034442,F,26-35,3,C,0,0,1,14,16,15219
1005671,P00101342,M,26-35,1,C,4+,0,6,8,,19937
1005676,P00303242,M,26-35,20,C,0,0,5,8,,6871
1005677,P00295342,M,26-35,1,A,3,0,2,8,,6390
1005678,P00080342,M,36-45,17,A,0,1,1,6,8,15602
1005682,P00010942,M,18-25,0,B,2,0,1,2,6,15901
1005682,P00210742,M,18-25,0,B,2,0,16,,,12683
1005683,P00157542,F,18-25,9,B,0,1,8,14,,9718
1005683,P00148642,F,18-25,9,B,0,1,6,10,13,12169
1005684,P00191742,M,18-25,16,A,1,0,4,11,,2795
1005684,P00221342,M,18-25,16,A,1,0,1,2,5,8006
1005686,P00191442,M,55+,16,A,1,1,1,2,15,12026
1005686,P00131342,M,55+,16,A,1,1,5,,,3511
1005686,P00001942,M,55+,16,A,1,1,5,,,3497
1005688,P0094842,F,18-25,4,B,1,0,4,8,,2091
1005689,P00284642,M,26-35,0,B,3,0,5,8,,5367
1005689,P00292042,M,26-35,0,B,3,0,8,,,7775
1005689,P00370342,M,26-35,0,B,3,0,8,,,8065
1005691,P00221542,M,36-45,14,C,1,0,5,15,,5196
1005698,P00245642,M,36-45,14,B,3,0,5,11,12,7005
1005698,P00274642,M,36-45,14,B,3,0,4,5,,2087
1005698,P00026742,M,36-45,14,B,3,0,8,11,,7843
1005699,P00288742,M,36-45,15,B,4+,1,16,,,12345
1005701,P00004742,M,26-35,7,C,4+,0,6,16,,20632
1005709,P00329542,M,18-25,4,B,4+,0,1,15,16,19633
1005714,P00344342,M,36-45,2,B,1,0,8,14,,8099
1005717,P00213242,M,26-35,0,B,3,1,5,8,,8726
1005718,P00001142,F,36-45,14,C,4+,1,5,8,14,7179
1005720,P00293842,M,26-35,0,A,0,0,1,2,9,11584
1005728,P00244042,F,36-45,20,C,3,0,1,2,15,7914
1005730,P00112142,M,18-25,0,A,3,0,1,2,14,19372
1005730,P0099242,M,18-25,0,A,3,0,8,14,,6076
1005730,P00145042,M,18-25,0,A,3,0,1,2,5,8129
1005733,P00117142,M,26-35,4,B,2,0,2,17,,12799
1005734,P00001742,F,26-35,14,B,4+,1,8,14,,7947
1005734,P00108542,F,26-35,14,B,4+,1,5,8,14,8785
1005736,P00106042,M,26-35,1,A,3,1,5,,,8905
1005738,P00219942,M,26-35,12,A,1,1,6,16,,20396
1005738,P00333642,M,26-35,12,A,1,1,11,15,,1568
1005738,P00179142,M,26-35,12,A,1,1,11,,,1606
1005738,P00028442,M,26-35,12,A,1,1,1,8,16,12063
1005740,P00019142,M,26-35,1,B,1,0,11,15,,1531
1005744,P00021042,F,26-35,4,A,2,0,8,14,,9785
1005744,P00014542,F,26-35,4,A,2,0,8,,,10060
1005747,P00246942,M,26-35,0,B,4+,1,17,,,10545
1005747,P00026042,M,26-35,0,B,4+,1,8,14,17,7851
1005747,P00111942,M,26-35,0,B,4+,1,8,17,,9743
1005747,P00034742,M,26-35,0,B,4+,1,5,14,17,6902
1005749,P00168142,M,26-35,2,A,0,1,8,,,8125
1005749,P00034142,M,26-35,2,A,0,1,8,13,16,8055
1005753,P00113042,M,18-25,17,C,0,0,11,16,,7529
1005755,P00089442,F,36-45,2,B,1,0,8,,,8114
1005755,P00081142,F,36-45,2,B,1,0,6,8,14,15940
1005755,P00252542,F,36-45,2,B,1,0,8,,,8084
1005755,P00120442,F,36-45,2,B,1,0,8,,,7791
1005759,P00092642,F,26-35,1,A,2,0,5,8,,8565
1005759,P00117442,F,26-35,1,A,2,0,5,14,,8712
1005759,P00108842,F,26-35,1,A,2,0,5,15,,3452
1005759,P00003442,F,26-35,1,A,2,0,4,5,8,3532
1005761,P00219042,M,26-35,20,B,1,1,5,,,1768
1005763,P00069542,F,26-35,1,A,1,1,5,,,8781
1005763,P00226742,F,26-35,1,A,1,1,11,,,4676
1005767,P00187442,M,26-35,2,B,0,0,2,4,5,10118
1005767,P00255842,M,26-35,2,B,0,0,16,,,16289
1005770,P00335242,M,26-35,0,C,3,1,5,8,,5456
1005770,P00032842,M,26-35,0,C,3,1,8,,,9935
1005775,P00110842,M,26-35,11,A,4+,0,1,2,5,19195
1005777,P00111542,M,0-17,0,C,4+,0,2,17,,16170
1005778,P00125942,M,36-45,12,C,1,0,1,2,15,15373
1005779,P00274042,M,26-35,5,A,1,0,1,,,11498
1005779,P00177442,M,26-35,5,A,1,0,1,6,8,11710
1005779,P00222442,M,26-35,5,A,1,0,5,,,7022
1005779,P00178542,M,26-35,5,A,1,0,8,13,,6155
1005780,P00000442,M,18-25,17,B,1,0,5,8,,5453
1005786,P00205942,M,26-35,6,B,1,1,5,8,14,7066
1005787,P00329542,M,26-35,20,B,0,0,1,15,16,15234
1005789,P00311642,M,26-35,17,A,1,0,8,17,,7947
1005794,P00198142,M,36-45,17,A,1,0,2,4,9,9683
1005794,P00031542,M,36-45,17,A,1,0,5,,,8627
1005795,P00051642,M,26-35,1,A,1,1,8,,,7911
1005795,P00021642,M,26-35,1,A,1,1,8,14,,7770
1005795,P00190042,M,26-35,1,A,1,1,3,4,5,13327
1005795,P00121642,M,26-35,1,A,1,1,5,14,,7116
1005795,P00245642,M,26-35,1,A,1,1,5,11,12,5262
1005802,P00125142,F,26-35,0,A,4+,0,11,,,4439
1005803,P00117442,M,0-17,10,C,1,0,5,14,,3482
1005806,P00280742,F,51-55,1,B,2,0,6,8,,20561
1005806,P00120542,F,51-55,1,B,2,0,8,14,,8068
1005812,P00113742,F,26-35,7,A,1,1,5,14,,5393
1005815,P00057642,M,26-35,20,B,1,0,1,15,16,11512
1005823,P00110942,M,26-35,12,B,1,0,1,2,,15496
1005824,P00289842,M,18-25,12,B,1,0,1,16,,4274
1005824,P00168742,M,18-25,12,B,1,0,1,5,,15522
1005826,P00182742,M,18-25,4,A,2,1,1,2,14,12010
1005830,P00335242,F,18-25,4,C,0,0,5,8,,8773
1005831,P00196442,M,26-35,1,A,2,1,5,,,7050
1005831,P00226742,M,26-35,1,A,2,1,11,,,1726
1005831,P00084042,M,26-35,1,A,2,1,12,14,,1415
1005831,P00352242,M,26-35,1,A,2,1,1,6,16,11422
1005831,P00177242,M,26-35,1,A,2,1,12,,,1028
1005833,P00250542,F,36-45,0,C,3,1,4,5,,2064
1005833,P00220442,F,36-45,0,C,3,1,5,14,,8685
1005834,P00265242,M,55+,16,C,4+,0,5,8,,7028
1005837,P00037442,M,26-35,7,B,0,1,18,,,3081
1005838,P00289342,F,46-50,7,B,0,1,5,8,14,6883
1005838,P00329642,F,46-50,7,B,0,1,8,14,,8088
1005839,P00210642,M,26-35,1,C,0,0,8,14,,9879
1005840,P00335242,F,0-17,0,C,1,0,5,8,,7095
1005841,P00241542,F,36-45,7,A,4+,1,1,6,,11455
1005843,P0096842,M,36-45,1,C,2,0,3,4,12,8359
1005844,P00283942,F,0-17,10,C,1,0,5,,,3558
1005847,P00029742,F,18-25,4,B,2,0,5,,,7133
1005847,P00010942,F,18-25,4,B,2,0,1,2,6,15848
1005847,P00102242,F,18-25,4,B,2,0,8,12,,8059
1005848,P00031042,M,51-55,20,A,0,1,8,,,7761
1005848,P00126042,M,51-55,20,A,0,1,8,14,,8132
1005851,P00273742,F,18-25,20,A,0,1,1,17,,19662
1005854,P00005942,M,46-50,7,B,0,1,2,4,9,13089
1005854,P00053542,M,46-50,7,B,0,1,1,,,12058
1005854,P00194142,M,46-50,7,B,0,1,11,16,,5968
1005858,P00331342,M,26-35,4,B,1,0,8,16,,8108
1005862,P00085942,F,26-35,9,C,0,1,2,4,8,13181
1005865,P00111142,M,26-35,17,C,4+,0,1,15,16,19096
1005865,P00016842,M,26-35,17,C,4+,0,1,2,15,7629
1005874,P00322042,M,26-35,4,B,1,0,5,8,,8635
1005878,P00303042,F,26-35,0,A,4+,1,5,,,7146
1005878,P00041842,F,26-35,0,A,4+,1,6,8,,12546
1005878,P00039942,F,26-35,0,A,4+,1,8,,,9864
1005880,P00059642,M,26-35,1,A,1,1,1,2,3,11779
1005880,P00127342,M,26-35,1,A,1,1,1,2,15,11489
1005880,P00115642,M,26-35,1,A,1,1,8,14,,9938
1005880,P00110942,M,26-35,1,A,1,1,1,2,,12093
1005880,P00294542,M,26-35,1,A,1,1,8,,,4083
1005881,P00004742,M,36-45,17,B,1,0,6,16,,12074
1005884,P00044442,M,18-25,4,C,3,0,1,16,,11576
1005886,P00289342,M,26-35,20,A,2,0,5,8,14,8822
1005887,P00161942,F,36-45,20,C,3,1,5,8,,7029
1005888,P00230442,M,26-35,20,B,1,0,14,,,4263
1005888,P00212942,M,26-35,20,B,1,0,5,,,8865
1005888,P00088242,M,26-35,20,B,1,0,6,10,13,16200
1005891,P00002442,M,18-25,4,C,1,0,8,15,,2140
1005893,P00054942,M,26-35,7,A,0,0,5,8,,7159
1005894,P00046142,M,36-45,0,C,1,0,1,16,,15409
1005900,P00178342,M,26-35,7,C,1,0,8,,,6108
1005902,P00090542,M,51-55,16,C,2,1,16,,,12128
1005903,P00159442,M,26-35,11,C,1,1,5,8,,2053
1005906,P00113642,F,18-25,4,C,1,1,8,,,8103
1005906,P00084342,F,18-25,4,C,1,1,13,16,,763
1005908,P00130742,M,26-35,4,B,1,0,1,14,17,19257
1005910,P00278642,F,46-50,20,B,2,0,5,,,7092
1005916,P00177542,M,51-55,20,B,1,1,1,8,,15255
1005917,P00005942,F,51-55,1,A,2,1,2,4,9,12948
1005922,P00129642,M,55+,3,C,3,0,5,,,5221
1005925,P00298442,F,26-35,0,C,1,1,16,,,12362
1005925,P00119742,F,26-35,0,C,1,1,5,8,12,8827
1005925,P00227542,F,26-35,0,C,1,1,13,,,776
1005926,P00112142,F,51-55,7,C,1,1,1,2,14,15463
1005929,P00326742,F,36-45,0,C,2,0,11,,,7414
1005930,P00078642,F,36-45,17,C,3,0,4,5,,3492
1005931,P00208742,F,18-25,7,A,3,0,1,6,16,11560
1005933,P00285642,M,26-35,2,C,3,1,2,5,15,6434
1005937,P00113942,M,26-35,12,B,2,1,8,,,4171
1005938,P00253142,M,26-35,1,C,1,1,1,2,5,11808
1005939,P00117942,F,46-50,15,C,1,1,5,15,,8740
1005940,P00022742,M,51-55,12,C,1,1,8,,,5859
1005940,P00255942,M,51-55,12,C,1,1,1,16,,8027
1005946,P00255942,F,55+,1,A,0,0,1,16,,19475
1005946,P00171542,F,55+,1,A,0,0,2,5,14,9553
1005950,P00119442,M,26-35,4,B,2,1,5,,,3739
1005952,P00271542,F,46-50,1,C,4+,1,18,,,3090
1005953,P00003242,M,0-17,10,B,0,0,8,15,,8093
1005954,P00151042,M,46-50,11,A,2,1,5,,,7082
1005955,P00028042,F,26-35,7,A,1,0,1,16,,8148
1005955,P00108442,F,26-35,7,A,1,0,5,,,6885
1005956,P00113642,F,18-25,4,B,2,0,8,,,7982
1005956,P00283942,F,18-25,4,B,2,0,5,,,3579
1005957,P00019342,M,18-25,20,B,1,1,1,6,15,15507
1005960,P00043742,F,46-50,0,C,1,1,5,8,,6935
1005960,P00048742,F,46-50,0,C,1,1,5,,,8811
1005964,P00241742,M,18-25,5,B,1,0,5,,,8777
1005964,P00041642,M,18-25,5,B,1,0,5,,,6907
1005972,P00086342,F,26-35,20,B,0,0,8,,,6099
1005974,P00054942,F,26-35,1,C,0,1,5,8,,6983
1005976,P00189642,F,26-35,1,C,2,0,8,13,,9986
1005977,P00327242,M,36-45,1,B,4+,0,5,8,,6955
1005980,P00313442,M,55+,1,C,3,0,5,6,8,3460
1005981,P00102342,M,36-45,7,C,3,0,8,14,17,7770
1005986,P00252442,F,55+,1,B,4+,1,8,,,4171
1005991,P00083942,F,36-45,20,B,4+,1,12,14,,1046
1005995,P00028542,F,36-45,1,C,2,1,6,8,14,16406
1005995,P00100842,F,36-45,1,C,2,1,5,,,7081
1005996,P00142442,F,26-35,0,B,1,1,4,8,,2116
1005996,P00277642,F,26-35,0,B,1,1,2,3,10,15917
1005996,P00287142,F,26-35,0,B,1,1,5,,,8755
1005998,P00291042,M,18-25,4,B,4+,0,8,,,5881
1005998,P00109542,M,18-25,4,B,4+,0,8,14,17,5917
1005999,P00088242,F,26-35,1,A,0,1,6,10,13,20323
1006000,P00174142,M,46-50,17,B,2,1,3,4,9,5514
1006001,P00044142,F,26-35,7,A,0,1,8,16,,6046
1006003,P00084242,F,46-50,17,C,1,0,8,14,,8084
1006006,P00237942,F,0-17,0,C,1,0,8,,,9912
1006007,P00111142,M,36-45,17,C,2,0,1,15,16,19279
1006011,P00042242,M,36-45,15,C,3,0,5,15,,3717
1006016,P00101342,M,46-50,1,B,1,1,6,8,,20067
1006016,P00274442,M,46-50,1,B,1,1,1,18,,8206
1006016,P00029542,M,46-50,1,B,1,1,1,2,18,7982
1006016,P00050242,M,46-50,1,B,1,1,8,,,7836
1006023,P00051442,M,26-35,0,C,2,1,8,17,,10018
1006024,P00127242,M,26-35,12,A,0,1,1,16,,15502
1006025,P00192742,F,26-35,1,B,1,0,11,16,,3033
1006025,P00052642,F,26-35,1,B,1,0,5,14,,5252
1006028,P00025942,M,18-25,4,A,4+,0,8,14,,10040
1006028,P00268842,M,18-25,4,A,4+,0,8,14,,6034
1006028,P00057942,M,18-25,4,A,4+,0,1,2,6,15545
1006036,P00090842,F,26-35,15,B,4+,1,11,15,,7427
1006036,P00130642,F,26-35,15,B,4+,1,11,16,,4694
1006036,P00125042,F,26-35,15,B,4+,1,11,,,4651
1006036,P00194542,F,26-35,15,B,4+,1,8,14,,8050
1006040,P00113642,M,26-35,6,B,2,0,8,,,5940
1000009,P00240142,M,26-35,17,C,0,0,5,,,3451
1000015,P00035842,M,26-35,7,A,1,0,5,6,9,6905
1000017,P00212942,M,51-55,1,C,0,0,5,,,8776
1000017,P00209642,M,51-55,1,C,0,0,15,16,17,16750
1000019,P00190142,M,0-17,10,A,3,0,3,4,5,8427
1000022,P00265242,M,18-25,15,A,4+,0,5,8,,8765
1000022,P00342042,M,18-25,15,A,4+,0,11,15,16,6081
1000024,P00113142,F,26-35,7,A,3,1,1,5,12,15227
1000026,P00211142,M,26-35,7,B,2,1,5,,,5352
1000026,P00001142,M,26-35,7,B,2,1,5,8,14,5254
1000026,P00045042,M,26-35,7,B,2,1,6,8,16,12556
1000028,P00288242,F,26-35,1,C,2,1,5,14,,7121
1000028,P00115842,F,26-35,1,C,2,1,16,,,8845
1000029,P00111142,M,36-45,7,C,1,0,1,15,16,11909
1000033,P00065442,M,46-50,3,A,1,1,8,16,,9755
1000034,P00053042,F,18-25,0,A,0,0,5,14,16,7005
1000035,P00069542,M,46-50,1,C,4+,1,5,,,1738
1000035,P00350942,M,46-50,1,C,4+,1,3,4,5,10847
1000036,P00286642,M,26-35,3,B,0,0,11,14,,6093
1000036,P00024042,M,26-35,3,B,0,0,7,,,20732
1000039,P00256642,M,18-25,4,B,2,0,5,,,6904
1000042,P00183642,M,26-35,8,C,0,1,4,5,9,2862
1000044,P00191742,M,46-50,17,B,3,1,4,11,,2136
1000048,P00027042,M,26-35,4,B,3,1,5,14,,3755
1000051,P00332342,F,0-17,10,C,2,0,5,8,,6896
1000052,P00057642,M,18-25,4,C,0,0,1,15,16,19379
1000052,P00249542,M,18-25,4,C,0,0,1,5,15,11533
1000052,P00093342,M,18-25,4,C,0,0,1,8,18,11638
1000053,P00217742,M,26-35,0,B,1,0,5,14,,8868
1000053,P00081142,M,26-35,0,B,1,0,6,8,14,20511
1000053,P00144042,M,26-35,0,B,1,0,2,3,4,9887
1000053,P00036342,M,26-35,0,B,1,0,5,8,,3649
1000058,P00115142,M,26-35,2,B,3,0,1,8,17,19407
1000058,P00045842,M,26-35,2,B,3,0,5,14,,7085
1000059,P00291942,F,51-55,1,B,4+,1,8,17,,10006
1000062,P00187842,F,36-45,3,A,1,0,1,16,,15792
1000062,P00328442,F,36-45,3,A,1,0,5,14,,5217
1000063,P00229742,M,18-25,4,C,2,0,1,16,,8130
1000065,P00305142,M,36-45,12,C,2,1,1,,,19577
1000070,P00262442,M,18-25,4,A,2,0,4,5,,1459
1000070,P00277642,M,18-25,4,A,2,0,2,3,10,15937
1000073,P00003442,M,18-25,4,A,4+,0,4,5,8,2092
1000073,P00010242,M,18-25,4,A,4+,0,5,,,5397
1000081,P00271442,F,26-35,0,A,1,1,18,,,3819
1000081,P00118342,F,26-35,0,A,1,1,2,3,15,9526
1000089,P00178242,F,55+,9,C,1,1,8,,,8108
1000093,P00184942,M,26-35,17,B,1,1,1,8,17,19617
1000099,P00297042,F,0-17,10,C,1,0,8,,,5927
1000101,P00182142,F,18-25,3,A,1,0,1,5,6,15414
1000107,P00115142,M,46-50,18,C,4+,0,1,8,17,15463
1000109,P00087242,M,46-50,15,C,1,1,14,,,15036
1000116,P00127242,M,26-35,17,C,2,1,1,16,,11483
1000117,P00120742,M,26-35,17,A,2,1,8,12,17,5900
1000117,P00325742,M,26-35,17,A,2,1,2,9,,9869
1000123,P00326742,M,36-45,9,B,4+,1,11,,,7644
1000123,P00227142,M,36-45,9,B,4+,1,5,,,5205
1000129,P00136142,M,26-35,11,C,2,0,6,16,,16442
1000130,P00140742,M,36-45,17,B,3,1,1,15,,19624
1000131,P00113042,M,18-25,4,C,4+,0,11,16,,4521
1000132,P00006842,M,26-35,17,C,1,0,5,,,8669
1000134,P00001542,M,26-35,0,C,3,1,1,2,14,3842
1000136,P00284042,M,18-25,2,B,3,0,8,17,,9876
1000137,P00298442,F,46-50,6,C,4+,1,16,,,16362
1000139,P00195942,F,26-35,20,C,2,0,3,4,,13241
1000139,P00267742,F,26-35,20,C,2,0,5,,,7066
1000139,P00352442,F,26-35,20,C,2,0,1,17,,15827
1000143,P00213242,M,18-25,3,C,0,0,5,8,,8609
1000146,P00344442,F,36-45,20,B,3,1,5,8,14,3709
1000146,P00196042,F,36-45,20,B,3,1,4,9,15,1415
1000146,P00058142,F,36-45,20,B,3,1,3,4,12,13558
1000148,P00251642,M,51-55,17,B,3,1,1,2,4,19139
1000148,P00130742,M,51-55,17,B,3,1,1,14,17,19293
1000148,P00320242,M,51-55,17,B,3,1,1,8,,15797
1000149,P00078142,M,26-35,1,B,2,1,8,16,,5969
1000149,P00010942,M,26-35,1,B,2,1,1,2,6,11739
1000149,P00015242,M,26-35,1,B,2,1,5,17,,7016
1000150,P00155742,M,36-45,7,B,0,1,8,,,7981
1000151,P00145042,F,26-35,20,A,1,1,1,2,5,11495
1000151,P00075742,F,26-35,20,A,1,1,8,14,,6014
1000151,P00001142,F,26-35,20,A,1,1,5,8,14,3670
1000151,P00119942,F,26-35,20,A,1,1,8,14,,9836
1000157,P00218342,M,36-45,16,A,1,0,5,,,3588
1000161,P00243942,M,46-50,16,C,4+,1,1,2,15,11937
1000161,P00357642,M,46-50,16,C,4+,1,5,,,7148
1000169,P00042742,M,26-35,7,B,3,0,5,14,,6890
1000169,P00288942,M,26-35,7,B,3,0,1,2,5,15592
1000178,P00177742,M,55+,17,A,2,1,8,,,7817
1000178,P00085442,M,55+,17,A,2,1,12,14,,1771
1000181,P00331042,M,18-25,17,C,1,0,5,8,,6927
1000181,P00117942,M,18-25,17,C,1,0,5,15,,8850
1000183,P00251842,F,46-50,1,B,1,1,1,15,16,4193
1000185,P00047242,M,46-50,0,C,0,0,1,5,,15659
1000190,P00273942,M,26-35,17,A,1,0,5,12,,5171
1000192,P00194542,M,18-25,1,B,2,0,8,14,,3989
1000193,P00292042,F,46-50,15,C,1,1,8,,,8034
1000193,P00362742,F,46-50,15,C,1,1,8,,,6015
1000195,P00082342,M,26-35,12,B,4+,1,15,16,,16917
1000195,P00278642,M,26-35,12,B,4+,1,5,,,7146
1000197,P00101942,M,18-25,14,A,3,0,8,17,,5997
1000198,P00284642,M,26-35,12,A,0,1,5,8,,5383
1000198,P00008842,M,26-35,12,A,0,1,1,16,,8128
1000199,P00089442,M,18-25,4,B,1,0,8,,,4211
1000202,P00266642,M,18-25,4,A,3,0,1,8,9,11423
1000202,P00289242,M,18-25,4,A,3,0,1,8,,15548
1000202,P00237542,M,18-25,4,A,3,0,1,15,16,19017
1000202,P00324942,M,18-25,4,A,3,0,5,,,5372
1000204,P00247042,M,26-35,7,B,1,1,5,14,,6930
1000209,P00034742,M,36-45,1,B,4+,0,5,14,17,6854
1000223,P00194442,M,26-35,17,B,4+,0,5,,,5401
1000225,P00153742,M,26-35,7,A,0,0,8,,,7993
1000229,P00065242,M,18-25,10,C,1,0,2,3,4,6848
1000229,P00187942,M,18-25,10,C,1,0,4,8,,1499
1000235,P00199642,M,26-35,0,B,0,0,16,,,12380
1000238,P00289042,F,51-55,7,B,0,0,8,,,8127
1000239,P00110742,M,18-25,19,A,1,0,1,2,8,19340
1000240,P00193542,M,51-55,17,A,1,1,1,2,,7941
1000244,P00285842,M,51-55,7,B,3,1,5,,,7157
1000245,P00198042,M,36-45,16,B,0,0,11,16,,4497
1000245,P00191442,M,36-45,16,B,0,0,1,2,15,11971
1000245,P00051442,M,36-45,16,B,0,0,8,17,,9866
1000245,P00111842,M,36-45,16,B,0,0,8,,,8105
1000245,P00177142,M,36-45,16,B,0,0,8,13,,8034
1000245,P00201442,M,36-45,16,B,0,0,1,6,8,15864
1000245,P00195642,M,36-45,16,B,0,0,5,,,7060
1000248,P00025442,M,18-25,17,B,1,1,1,2,9,18977
1000250,P00265242,M,36-45,16,C,1,0,5,8,,5303
1000252,P00237542,M,26-35,12,C,3,0,1,15,16,19197
1000259,P00150342,M,26-35,1,B,4+,0,8,14,,6191
1000261,P00044442,M,26-35,20,A,4+,0,1,16,,15347
1000262,P00325742,F,26-35,1,C,1,0,2,9,,6853
1000263,P00112642,F,26-35,7,C,1,0,1,2,5,15205
1000264,P00212242,M,36-45,0,B,1,1,8,,,6072
1000264,P00048742,M,36-45,0,B,1,1,5,,,5410
1000264,P00075742,M,36-45,0,B,1,1,8,14,,5975
1000271,P00114442,M,18-25,4,C,1,0,5,6,,6853
1000271,P00139942,M,18-25,4,C,1,0,5,,,7121
